Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
e9266a96d7fbe3fe82d70b88597ba0b5b38a9f9e1e40413c6fda0158c567da49,2019-07,South Wales Police,South Wales Police,-3.220408,51.433790,On or near OLD FARM MEWS,W01001086,The Vale of Glamorgan 006A,Unable to prosecute suspect
e093bbcc713bf3078a71509d1c4043650e39949a27184805153b93339a9f92c3,2019-07,South Wales Police,South Wales Police,-3.903569,51.624588,On or near MARCROFT ROAD,W01000849,Swansea 021A,Unable to prosecute suspect
e0cf419040e17845f7f72744c4956c9e169953232cf9665aec368e388d5b8612,2019-07,South Wales Police,South Wales Police,-3.328791,51.647042,On or near NORTH STREET,W01001145,Rhondda Cynon Taf 012C,Unable to prosecute suspect
18aa372878753e093dd965dd8f947568c948dfcefee178c5e8543b6143f371e5,2019-07,South Wales Police,South Wales Police,-3.881241,51.689702,On or near STATION ROAD,W01000800,Swansea 006C,Unable to prosecute suspect
78a3c25cb46190c3badc36352a08bb2f4366419e2c83330eacb845f6d0705962,2019-07,South Wales Police,South Wales Police,-3.659799,51.627686,On or near MYNYDD GLAS,W01000994,Bridgend 001D,Unable to prosecute suspect
233dc834fb5e9c49905383a18a5f2571fa3446472dfb3243c0fcecf9228049ff,2019-07,South Wales Police,South Wales Police,-3.219760,51.407306,On or near CROFT GARDENS,W01001133,The Vale of Glamorgan 008E,Unable to prosecute suspect
725635d071e57986ca4e4fc689e8ca0b8d3d88e147c55497b3e1ecb68d89b9f3,2019-07,South Wales Police,South Wales Police,-3.564634,51.547948,On or near DENNIS PLACE,W01000986,Bridgend 007A,Unable to prosecute suspect
2605209f6daad368bd5977607adde2474bbf3526a046a0d617c929fa5d77b71d,2019-07,South Wales Police,South Wales Police,-3.939532,51.619260,On or near WIND STREET,W01001938,Swansea 025E,Unable to prosecute suspect
8b465d76dc228abd40598761df843dd8b1a0f2ece18b92eb8206433cb64040cb,2019-07,South Wales Police,South Wales Police,-3.637459,51.587446,On or near HEOL CYNWYD,W01001013,Bridgend 005B,Unable to prosecute suspect
75fabdfed58e7e4b871978a8d38bec3870b2513a84c468e580912b2aa1685075,2019-07,South Wales Police,South Wales Police,-3.386474,51.747353,On or near ABERDARE ROAD,W01001307,Merthyr Tydfil 004C,Unable to prosecute suspect
d155a4870d3dd2d250ee27258c86e40f4c12e7a59da5105d1bb618573e6cf9f5,2019-07,South Wales Police,South Wales Police,-3.170632,51.464709,On or near Police Station,W01001942,Cardiff 049B,Unable to prosecute suspect
ae7403842a766bd0c8b8cc1e12835350e7d7b36aa8f5c6e11e0428dbf32a2899,2019-07,South Wales Police,South Wales Police,-3.433704,51.704543,On or near KILN STREET,W01001137,Rhondda Cynon Taf 005A,Unable to prosecute suspect
6d37f66f1fae3de82a1ec3c3f635f7ee972709d0686ac4f59549ded1779afcd5,2019-07,South Wales Police,South Wales Police,-3.403628,51.760987,On or near OLD CHAPEL ROAD,W01001324,Merthyr Tydfil 003E,Unable to prosecute suspect
ca35987594cd6b0d5b33c6a18159bf15e518420795e3c6c3d1ddfb2050a98c8f,2019-07,South Wales Police,South Wales Police,-3.940960,51.618868,On or near Parking Area,W01001955,Swansea 025F,Unable to prosecute suspect
39c4fa4293c7fb6856b39ebe44fdaed9c69be2187326c9ee17c02a2e8a196af9,2019-07,South Wales Police,South Wales Police,-3.569767,51.495958,On or near PICTON GARDENS,W01001037,Bridgend 013B,Unable to prosecute suspect
732ae8683fd16a3016bd991cff9f08e007f935b64c953560f650606f42f48c20,2019-07,South Wales Police,South Wales Police,-3.198648,51.481259,On or near PICTON PLACE,W01001861,Cardiff 034D,Unable to prosecute suspect
2460d07fd9e826fbca123c6b0bf37adea0c9219bcae78fb1dacbe357bf164d63,2019-07,South Wales Police,South Wales Police,-3.579500,51.506627,On or near Dunraven Place,W01001021,Bridgend 014A,Unable to prosecute suspect
904e8f6da3965d784c7a0d16fd2a8575a687f679c754457228ea4f444382db74,2019-07,South Wales Police,South Wales Police,-3.955005,51.614912,On or near BEACH STREET,W01000749,Swansea 026A,Unable to prosecute suspect
23148d33130d4ca05742ef0256ca2000471e63c696b349fb92e67b7e57623632,2019-07,South Wales Police,South Wales Police,-3.925541,51.666827,On or near Parking Area,W01000813,Swansea 008D,Unable to prosecute suspect
836dd6444803bb25e95d50dd8fa9ec5944838674d55e7432109734e42de2e72a,2019-07,South Wales Police,South Wales Police,-3.973916,51.646276,On or near HEOL GRUFFYDD,W01000831,Swansea 013D,Unable to prosecute suspect
47f148aef81847cdaf81068cc051ce6a6bde8b0ed917ba56a71213c87e7bf710,2019-07,South Wales Police,South Wales Police,-3.183602,51.497498,On or near GELLIGAER LANE,W01001719,Cardiff 028B,Unable to prosecute suspect
1f549269d264b7be128510d7f86014bf6c66801d76ca4b5b75865b5827db66ff,2019-07,South Wales Police,South Wales Police,-3.812809,51.597349,On or near SEVERN CRESCENT,W01000958,Neath Port Talbot 016B,Unable to prosecute suspect
156635d1e58c59884415282b71430115b9e3b78ce5f5069f51c00e2db8b3e8bf,2019-07,South Wales Police,South Wales Police,-3.637560,51.645228,On or near SOUTH AVENUE,W01000921,Neath Port Talbot 011B,Unable to prosecute suspect
e7b1b3641d5dff1a2517e77e346dfe4bfd0db48d8dd7def1ad7e389438cde5ad,2019-07,South Wales Police,South Wales Police,-3.481371,51.730567,On or near LLYSWEN,W01001222,Rhondda Cynon Taf 001E,Unable to prosecute suspect
7105bc69416620e31ea372bcf0e27e4e54f66d12a38495ce1e76e26c2a7ed3e6,2019-07,South Wales Police,South Wales Police,-3.151239,51.517252,On or near Pedestrian Subway,W01001810,Cardiff 017B,Unable to prosecute suspect
4e241a5be25d8f5e863dee77f929b6c28c6f2a94506f6d302b8092e858b192ce,2019-07,South Wales Police,South Wales Police,-3.784550,51.599122,On or near GLEN VIEW TERRACE,W01000889,Neath Port Talbot 015A,Unable to prosecute suspect
dac4a607c0e9d53e0f1b87b2bc4d4a896f74678b48e0739b3b8e4e5c818ff3a3,2019-07,South Wales Police,South Wales Police,-3.381989,51.749905,On or near VULCAN ROAD,W01001307,Merthyr Tydfil 004C,Unable to prosecute suspect
f95bcee8c6c567aafb58c14f434a6543310d8aa5d2844c5a912f0232bdbdf9f0,2019-07,South Wales Police,South Wales Police,-3.155450,51.478626,On or near MOORS LANE,W01001874,Cardiff 038D,Unable to prosecute suspect
69723bd20b80790da888142f79f33268a71bfa76c41578948fd6a7658ae35ade,2019-07,South Wales Police,South Wales Police,-3.267443,51.418958,On or near DALE COURT,W01001095,The Vale of Glamorgan 007D,Unable to prosecute suspect
00b12248135845b57d157cc7d1e514f78cfccda5314933406cb66efa13926063,2019-07,South Wales Police,South Wales Police,-3.171123,51.469838,On or near LOUDOUN SQUARE,W01001699,Cardiff 049A,Unable to prosecute suspect
ad55b9594de36ec8c2ab33b5a3438b8524ebee1500c59276286dd87f1d192328,2019-07,South Wales Police,South Wales Police,-3.548695,51.577195,On or near HILLSIDE,W01000977,Bridgend 003B,Unable to prosecute suspect
28689534b571e8b3454d92b611ef7ee34bd4ea1bec113c7b88ff2750bda552c3,2019-07,South Wales Police,South Wales Police,-3.169974,51.446318,On or near PLAS TALIESIN,W01001126,The Vale of Glamorgan 005E,Unable to prosecute suspect
307a0c4b50d989e6fa401e63ef1646122e687068e8085fbcb5069801fde5b4db,2019-07,South Wales Police,South Wales Police,-3.340718,51.600608,On or near Shopping Area,W01001182,Rhondda Cynon Taf 021A,Unable to prosecute suspect
b8516e29b19cea5d7f808078e28fc192529188803a61268a1da77e2bec5ff20c,2019-07,South Wales Police,South Wales Police,-3.048424,51.597595,On or near ALWYN CLOSE,W01001669,Newport 009A,Unable to prosecute suspect
2e7bd5d6bddc7e55fe16f6d0f465d127b195adbffb9da89397a42799609cfd62,2019-07,South Wales Police,South Wales Police,-3.168182,51.486611,On or near ST PETER'S STREET,W01001835,Cardiff 033F,Unable to prosecute suspect
7a2728931b2b576c6040e0bcfd3b25fcc4528a0a92206e5203790a272f3b3d65,2019-07,South Wales Police,South Wales Police,-3.127829,51.513559,On or near Sports/Recreation Area,W01001803,Cardiff 015A,Unable to prosecute suspect
f146778c48b97ab6ca4ef2d0796e9b70d1f7f4ede0847dbb41c2ef1d84e9936c,2019-07,South Wales Police,South Wales Police,-3.752924,51.573521,On or near Sports/Recreation Area,W01000933,Neath Port Talbot 019B,Unable to prosecute suspect
d98aaaade44fe34f64be3247afcbd9f978a2769f69a81dcca9d0e9855a215bec,2019-07,South Wales Police,South Wales Police,-3.316209,51.617871,On or near HEOL CRONFA,W01001165,Rhondda Cynon Taf 019B,Unable to prosecute suspect
57e169d915ebfc7ee9bea9400b74cc87f01e7bb59b21c7c4e1dabc6c59677abd,2019-07,South Wales Police,South Wales Police,-3.198076,51.499006,On or near BEVAN PLACE,W01001756,Cardiff 025B,Unable to prosecute suspect
b3c160e0edad77381dd07b75fd73f6834da1d2538bda80f4085f7d806adff13c,2019-07,South Wales Police,South Wales Police,-3.094944,51.520821,On or near CLOS HAFREN,W01001880,Cardiff 013B,Unable to prosecute suspect
4996326666bc8bec578d2553b5617ddd414225500d524f1d8f945bcbaa3fd8df,2019-07,South Wales Police,South Wales Police,-3.313026,51.656688,On or near TRAM ROAD SIDE,W01001319,Merthyr Tydfil 007B,Unable to prosecute suspect
db3e8fbad181ae2202a877ef029aa22af578cdb5ac17e626be1eb09835455fb8,2019-07,South Wales Police,South Wales Police,-3.177560,51.477741,On or near ST MARY STREET,W01001941,Cardiff 032G,Unable to prosecute suspect
fa0a429a1894f016b496e6493c6c292172313ddce79e5754e39b9a35c9107401,2019-07,South Wales Police,South Wales Police,-3.418565,51.635543,On or near SCHOOL STREET,W01001280,Rhondda Cynon Taf 017E,Unable to prosecute suspect
c216700880943b86af7346c5cf416a1df3286addfdc56717018c79999b701ab1,2019-07,South Wales Police,South Wales Police,-3.849412,51.719513,On or near Supermarket,W01000948,Neath Port Talbot 004D,Unable to prosecute suspect
ca5441e95107fd2be71d0b62935300526e94262c0596c246131720529a5a25d1,2019-07,South Wales Police,South Wales Police,-3.846273,51.715660,On or near BRONDEG LANE,W01000888,Neath Port Talbot 004A,Unable to prosecute suspect
eb91ac0fde318f42f2d37081d0796093d96df8d270addf71e27b8180d8df33aa,2019-07,South Wales Police,South Wales Police,-3.977639,51.631178,On or near GEIRIOL GARDENS,W01000758,Swansea 017D,Unable to prosecute suspect
997f0cc36836c930d97618df5a72cf4d8f697889188f74c7b5e59b1d6ccaf8dc,2019-07,South Wales Police,South Wales Police,-3.954455,51.621279,On or near OAKLANDS TERRACE,W01000747,Swansea 024A,Unable to prosecute suspect
5f1ce1115a6704f26cdb4c87baac7b94f92356dbec2f68081a5130f58226bd10,2019-07,South Wales Police,South Wales Police,-3.943709,51.621323,On or near Pedestrian Subway,W01001955,Swansea 025F,Unable to prosecute suspect
57b94f0bcc28abd1c34a70899619f00ee127f2f6b626849056a25d71bec96f0a,2019-07,South Wales Police,South Wales Police,-3.966020,51.621454,On or near CWMDONKIN TERRACE,W01000869,Swansea 024C,Unable to prosecute suspect
4e833e0d8fc18fdc43c20cd08910101f2981b41fb6becedd80defbf482f14d33,2019-07,South Wales Police,South Wales Police,-2.994404,51.583966,On or near IVOR STREET,W01001687,Newport 014D,Unable to prosecute suspect
22888d06e1e7f98abfcef8956c2726e39cd3b21fce37a2cf675590ff355a8585,2019-07,South Wales Police,South Wales Police,-3.260847,51.411862,On or near DAVIES STREET,W01001079,The Vale of Glamorgan 012E,Unable to prosecute suspect
c31c160d0fc34f076c3ea0a6295f6373c8447cafa6915bd74208c48d4db5a813,2019-07,South Wales Police,South Wales Police,-3.208090,51.480541,On or near NORTHUMBERLAND STREET,W01001710,Cardiff 040B,Unable to prosecute suspect
d7d6588c0de1f01dafa939b838c08a66ad25af7e02e9ee2999889808de167736,2019-07,South Wales Police,South Wales Police,-3.178616,51.480131,On or near Shopping Area,W01001941,Cardiff 032G,Unable to prosecute suspect
7903dc0a1d9b4e96323626469f72d4a1e49860a01d64aca8952eee5fdbee2501,2019-07,South Wales Police,South Wales Police,-3.160696,51.518489,On or near CLARENDON,W01001730,Cardiff 008A,Unable to prosecute suspect
9a2802080abe77687bc26fa66118d29c82d37cf96001e2e0641deb2ca31ef12f,2019-07,South Wales Police,South Wales Police,-3.966634,51.617964,On or near GWYDR SQUARE,W01000874,Swansea 024F,Unable to prosecute suspect
62b933f958fd43b5488d9d2773381d8fc932cbbaa7b1e61aea088067c344d14c,2019-07,South Wales Police,South Wales Police,-3.136944,51.496494,On or near CWRT COLES,W01001875,Cardiff 037C,Unable to prosecute suspect
cc3c6e51685b48d82da600cf7a44a6774d886e7facb0a334da86bc5a85ef0962,2019-07,South Wales Police,South Wales Police,-3.168251,51.461666,On or near HAVANNAH STREET,W01001943,Cardiff 048B,Unable to prosecute suspect
add077118c9fd52ebc3f69e773b567448ccee15c2e1a00626ed8c89e59089503,2019-07,South Wales Police,South Wales Police,-3.779704,51.591156,On or near Parking Area,W01000932,Neath Port Talbot 019A,Unable to prosecute suspect
ede9ebe0f7f605cfac3759449a9198e7e4a5e55f19462a208f92a1b5fa53001c,2019-07,South Wales Police,South Wales Police,-3.384632,51.751070,On or near LLWYFEN STREET,W01001307,Merthyr Tydfil 004C,Unable to prosecute suspect
24211bf064a02a2dc6e33cca8b6dd0c30f35b9f4d10f73bc58cbda3ca6398767,2019-07,South Wales Police,South Wales Police,-3.667858,51.487662,On or near CHESTNUT DRIVE,W01001029,Bridgend 019A,Unable to prosecute suspect
d3cc04e3d4f9abcfe37f5a9cf16e51f2a7a37e3b7260652f17aaaeae1c6c34e8,2019-07,South Wales Police,South Wales Police,-3.091597,51.526697,On or near BRYTHON DRIVE,W01001880,Cardiff 013B,Unable to prosecute suspect
775007357f26fef923355d3e818cedea9e349891796c673ac2b464eecb7edf22,2019-07,South Wales Police,South Wales Police,-3.526113,51.672842,On or near BRYN RHEDYN,W01001266,Rhondda Cynon Taf 007B,Unable to prosecute suspect
368f7a1b25057b965293eda15ad00967abd0bfecf8f233527e32f18bb134d3f5,2019-07,South Wales Police,South Wales Police,-3.544451,51.609074,On or near CWRT-TY-MAWR,W01001034,Bridgend 003F,Unable to prosecute suspect
e921795e3d4b175d29b4a75382b9b00dc02a576b25f8af8a7f808a6d0fcfb9f9,2019-07,South Wales Police,South Wales Police,-3.776572,51.593380,On or near MANOR STREET,W01000951,Neath Port Talbot 018C,Unable to prosecute suspect
51eabaa3b00d7a69a679cb89fc44df5f1d2efbaa4783d13432fc3b456d36893e,2019-07,South Wales Police,South Wales Police,-3.585028,51.518917,On or near TREM Y BRYN,W01001022,Bridgend 014B,Unable to prosecute suspect
1e7f558ad98a6bf02dac263542ff33b2d56047ddfdd0b330888b7de5466e2fc9,2019-07,South Wales Police,South Wales Police,-4.040442,51.719749,On or near WOODVILLE STREET,W01000846,Swansea 001B,Unable to prosecute suspect
3d2c0ee5a05e45b00ca2d918ef826e48593c5cbf9a62844c40b307e210ebd28e,2019-07,South Wales Police,South Wales Police,-3.340718,51.600608,On or near Shopping Area,W01001182,Rhondda Cynon Taf 021A,Unable to prosecute suspect
2f2928f1d119b85173dffadd37bcc07e4a440bf310434ca7ac2ed6c6fc967a81,2019-07,South Wales Police,South Wales Police,-3.943697,51.621718,On or near Pedestrian Subway,W01001955,Swansea 025F,Unable to prosecute suspect
f2be2190ae8e40afac63fcb307fa9df1b9cb9daffea63f3183cec397eddbf42a,2019-07,South Wales Police,South Wales Police,-3.307333,51.660303,On or near CARDIFF ROAD,W01001322,Merthyr Tydfil 007E,Unable to prosecute suspect
0de8081f6dd45218c7710eabeffd88b1b919a4c0f72d0a3f5cae644342a80d03,2019-07,South Wales Police,South Wales Police,-3.811453,51.653248,On or near A474,W01000937,Neath Port Talbot 013E,Unable to prosecute suspect
dfce606aa1e307c967383ef0eeac5d724063879e17b21cc3d9e8c7c7842fc0b3,2019-07,South Wales Police,South Wales Police,-3.703681,51.511246,On or near TY DRAW LANE,W01001000,Bridgend 010B,Unable to prosecute suspect
e810d64b70fe2c794f279cb5597b93abd1cd882fef415ee1f09974ef7e1783e0,2019-07,South Wales Police,South Wales Police,-3.679923,51.482814,On or near ST JOHN'S DRIVE,W01001030,Bridgend 019B,Unable to prosecute suspect
27dd116f242066072b3e1c0ac17a725a4c22211a7631c127ec8c52379bf5feaa,2019-07,South Wales Police,South Wales Police,-3.975301,51.650200,On or near STEMBRIDGE AVENUE,W01000830,Swansea 011A,Unable to prosecute suspect
db73ae0c6ddbf7ab5c9356c37c0b04a32997d23a3d34d174534ec89f16dec852,2019-07,South Wales Police,South Wales Police,-3.144683,51.516731,On or near Pedestrian Subway,W01001811,Cardiff 009A,Unable to prosecute suspect
ad0ded520a8a00a1bd0a18c4fe0e53dcdd6e7c8858c8f0dd4d6ce375ebbbde46,2019-07,South Wales Police,South Wales Police,-3.263671,51.408388,On or near COURT ROAD,W01001065,The Vale of Glamorgan 012B,Unable to prosecute suspect
1fefc05c68668b343d30547e4e35a82dfc098177edabc870989f351694d38335,2019-07,South Wales Police,South Wales Police,-3.153510,51.506151,On or near QUEENSBERRY ROAD,W01001826,Cardiff 024B,Unable to prosecute suspect
2a4e717e2b6c6fc5322964e4b760b095111a05555a6b61ed8a7a351b4a052085,2019-07,South Wales Police,South Wales Police,-3.252834,51.496869,On or near PENTREBANE ROAD,W01001749,Cardiff 027C,Unable to prosecute suspect
4d95cbf796c063c37174cd03dbd6fcbf48db3e4b137b67c287da1e9254cae4f7,2019-07,South Wales Police,South Wales Police,-3.345557,51.659755,On or near Petrol Station,W01001144,Rhondda Cynon Taf 012B,Unable to prosecute suspect
530f37b4898ac20cd784087c1d3c93442881209f10ec6b05d990bbbaa57ec700,2019-07,South Wales Police,South Wales Police,-3.800629,51.593130,On or near ADARE STREET,W01000960,Neath Port Talbot 017F,Unable to prosecute suspect
b36397dcdcc7f1a2196324a3ed31dd1f5e313dd5146593a213361c9f2c3d595a,2019-07,South Wales Police,South Wales Police,-3.449527,51.630867,On or near BUCKLEY ROAD,W01001260,Rhondda Cynon Taf 014C,Unable to prosecute suspect
48dbf922daf50531d306aaca086fa5f907914834cd85ce79a1d46ba221a3cf11,2019-07,South Wales Police,South Wales Police,-3.174054,51.482497,On or near Queen Street,W01001939,Cardiff 032F,Unable to prosecute suspect
59f9859fb9ab72b6d79b790ca807099c21d850530e8c3d92fb3c0b3abc3e982f,2019-07,South Wales Police,South Wales Police,-3.982031,51.633487,On or near COCKETT ROAD,W01000758,Swansea 017D,Unable to prosecute suspect
f309404184aec91dc7fc4176d2b26ccb41219ffcf28758d726cd72af55f11cf3,2019-07,South Wales Police,South Wales Police,-3.357000,51.605744,On or near HENRY STREET,W01001235,Rhondda Cynon Taf 021F,Unable to prosecute suspect
4dfa5bd388ee46e8fc5fd2dee3285a5d5b1f5cf14314e433f5918432fc147dfa,2019-07,South Wales Police,South Wales Police,-3.329709,51.645836,On or near MARGARET STREET,W01001146,Rhondda Cynon Taf 012D,Unable to prosecute suspect
5988694495b527b285afb50b10ba8f96ec11092d1b5a61c9591e029f77faa756,2019-07,South Wales Police,South Wales Police,-3.458080,51.625465,On or near Bus/Coach Station,W01001247,Rhondda Cynon Taf 016C,Unable to prosecute suspect
9245b2f11a4c9057031fc53eb254525052f1516d93b1179691d9fa8bacabfa45,2019-07,South Wales Police,South Wales Police,-3.185639,51.491084,On or near COLUM ROAD,W01001721,Cardiff 032A,Unable to prosecute suspect
af78b353fb5c77a33bfb4ed4296b55be994fc71c7622d4ab9d739d453d2ac57d,2019-07,South Wales Police,South Wales Police,-3.192696,51.443014,On or near FIELDVIEW CLOSE,W01001076,The Vale of Glamorgan 004B,Unable to prosecute suspect
cf0bf83daae35c5823401fa77cef6730ee0785a1524a7f8090dd7fa2fe01a87a,2019-07,South Wales Police,South Wales Police,-3.927841,51.667508,On or near PLEASANT STREET,W01000813,Swansea 008D,Unable to prosecute suspect
9f98240d09930cd2475ec4267ca2d6bc91f0d28147d931f32760e62b46ff7c4e,2019-07,South Wales Police,South Wales Police,-3.217556,51.408759,On or near KETERINGHAM CLOSE,W01001133,The Vale of Glamorgan 008E,Unable to prosecute suspect
a2e91305ea1283c2e3f6fa42f66c20c3345f6938b23e9275c55282702fee9b90,2019-07,South Wales Police,South Wales Police,-3.818202,51.608389,On or near AFANDALE,W01000961,Neath Port Talbot 016C,Unable to prosecute suspect
2641b24c42f97eeb14cd36e14f847e5235ff59f7749a8119305bae1561e0f15d,2019-07,South Wales Police,South Wales Police,-3.179290,51.481140,On or near Shopping Area,W01001939,Cardiff 032F,Unable to prosecute suspect
29423d1ce5619a1fa80e2b3ef96b9b23ee26fd5db320b1757ea32a94bc721dcb,2019-07,South Wales Police,South Wales Police,-3.823853,51.715039,On or near FERN FIELD,W01000955,Neath Port Talbot 004E,Unable to prosecute suspect
15a3d62e5997666f7a4cce64a6c0de25e5d839681e3c8317ee209d11d42afc05,2019-07,South Wales Police,South Wales Police,-3.935640,51.684915,On or near Morriston Hospital,W01000816,Swansea 003F,Unable to prosecute suspect
6fd9fedc5cadf41c10abba6a6a0a7d7e48c6eb3c1bd410c7a4edc8e135ef67e3,2019-07,South Wales Police,South Wales Police,-3.605639,51.508277,On or near ELM CRESCENT,W01000990,Bridgend 017B,Unable to prosecute suspect
7d4d8de7420f308df3f4a8f1ea85ab087ecebf744c983d9a48c709e6f5eacf73,2019-07,South Wales Police,South Wales Police,-3.089158,51.521136,On or near ORCHID CLOSE,W01001882,Cardiff 011C,Unable to prosecute suspect
587c539ae6be77fe439790df79f78a91816016e7ae8579ba31e5a46050afe1cf,2019-07,South Wales Police,South Wales Police,-3.913862,51.640868,On or near MYRDDIN ROAD,W01000738,Swansea 014A,Unable to prosecute suspect
fc7d755d2fc16a1f2343c4bac4aa53540d8782103038a99f29e54b0ac7bdce59,2019-07,South Wales Police,South Wales Police,-3.794493,51.597531,On or near FAIRFIELD,W01000885,Neath Port Talbot 017B,Unable to prosecute suspect
59e4e659bf79cbcdbac1b88166b26e0186440f99c8f695c054c9e405dfae8dd1,2019-07,South Wales Police,South Wales Police,-3.992032,51.626591,On or near MAES Y GRUFFYDD ROAD,W01000854,Swansea 022B,Unable to prosecute suspect
22f727fd5110854c66fb4ade5a738f594fdacc50807257e30e34f71726fad4d4,2019-07,South Wales Police,South Wales Police,-3.249036,51.486505,On or near LANDWADE CLOSE,W01001753,Cardiff 031C,Unable to prosecute suspect
b59efc56c2f1e40be34365785c4bf827d0faf9274093ccd65bf6890320deac55,2019-07,South Wales Police,South Wales Police,-3.175549,51.485746,On or near PARK LANE,W01001939,Cardiff 032F,Unable to prosecute suspect
1b3f7711b2babc6bdc07eb23effa48087d93e3b32700c62b22471b7b334dfc8f,2019-07,South Wales Police,South Wales Police,-3.958402,51.651877,On or near HEOL CADIFOR,W01000833,Swansea 011C,Unable to prosecute suspect
11be50e988d433dbcd718416e76f2bc52d36b2c2d6c3a3e4f7e7ed9f63d25cc2,2019-07,South Wales Police,South Wales Police,-3.852876,51.660461,On or near MAN DYNEFOR,W01000916,Neath Port Talbot 010E,Unable to prosecute suspect
9e066abc07de2200f2b8178b649f79ab9a03834be128908f1a432025a48a792f,2019-07,South Wales Police,South Wales Police,-3.179589,51.439163,On or near WEST TERRACE,W01001125,The Vale of Glamorgan 005D,Unable to prosecute suspect
2d69d704eebe08ef30c9e31a257199cc866bd6b82b136922c102f69a02a575bb,2019-07,South Wales Police,South Wales Police,-3.648423,51.652224,On or near SCHOOL ROAD,W01000920,Neath Port Talbot 011A,Unable to prosecute suspect
d42afc1c384a2472cead9cf4a06b7f241065a803c9bcaaeaa752c0a229ee080b,2019-07,South Wales Police,South Wales Police,-3.218062,51.515363,On or near GLAN-Y-NANT TERRACE,W01001889,Cardiff 020B,Unable to prosecute suspect
2d96fee544eb6fd99f7a35bbf7466883118514c8356c0973bdc92bf669e9452c,2019-07,South Wales Police,South Wales Police,-3.156697,51.485789,On or near RUBY STREET,W01001694,Cardiff 036A,Unable to prosecute suspect
1a64f3b5ed79103a38bb3e27cc2d6f83fd2c3c8c395befc0657f2617a0ee0139,2019-07,South Wales Police,South Wales Police,-3.173442,51.494579,On or near BRAEVAL STREET,W01001837,Cardiff 030C,Unable to prosecute suspect
c185acce5bdcb84a79911d823b071d60aa7572e18931607614a520c64d9f7c38,2019-07,South Wales Police,South Wales Police,-3.414689,51.702274,On or near Bus/Coach Station,W01001169,Rhondda Cynon Taf 004C,Unable to prosecute suspect
db9345986538e81aac7c8cc3924a5a87db6d3861c42aad85ab2aba468d38fa25,2019-07,South Wales Police,South Wales Police,-3.444764,51.540062,On or near GROVE TERRACE,W01001189,Rhondda Cynon Taf 029C,Unable to prosecute suspect
3eab37662c8c53ae01b2c028dcd3eefd4e828aa6852f4c302fa41b3032c6c15e,2019-07,South Wales Police,South Wales Police,-3.944777,51.661159,On or near SOLVA ROAD,W01000818,Swansea 009B,Unable to prosecute suspect
3efe8d613ffc4a12ecf5eff584db01ca893d907af77c29476638698c2bfa6a26,2019-07,South Wales Police,South Wales Police,-3.129319,51.533003,On or near LIDDEL CLOSE,W01001843,Cardiff 003C,Unable to prosecute suspect
153a0fd30cf48e266b4bd47deae7f0c931d774ece88acc4194c096c961d08f1a,2019-07,South Wales Police,South Wales Police,-3.254554,51.469236,On or near CWRT-YR-ALA AVENUE,W01001705,Cardiff 045C,Unable to prosecute suspect
5d48abc9f9f8fa508e7db7b7939b68adc7d259255c33b8c167b631e342db5da4,2019-07,South Wales Police,South Wales Police,-3.384318,51.741282,On or near Sports/Recreation Area,W01001293,Merthyr Tydfil 004B,Unable to prosecute suspect
61217aa45f9baa7c80e70fb28b862cd96da7e06603661f7d191eeac0d9a442a3,2019-07,South Wales Police,South Wales Police,-3.374764,51.682759,On or near ROWAN CLOSE,W01001205,Rhondda Cynon Taf 006B,Unable to prosecute suspect
a9effb823656f7d2c09c5c53f88a01b3c1b5b06c9cf7170d978d34a9f349dd9e,2019-07,South Wales Police,South Wales Police,-3.171004,51.483192,On or near NEWPORT ROAD,W01001939,Cardiff 032F,Unable to prosecute suspect
014c2690664ebe1780e0e7bedf726a3889bcac647c96bb2bdaa3e6e971a728d1,2019-07,South Wales Police,South Wales Police,-3.921718,51.675909,On or near Sports/Recreation Area,W01000806,Swansea 003A,Unable to prosecute suspect
3acf4542e2d23a93fc4a31c0f81daf526ad9c019fbeaa7a750f34b7265c79a70,2019-07,South Wales Police,South Wales Police,-3.264512,51.412812,On or near HYWEL CRESCENT,W01001080,The Vale of Glamorgan 012F,Unable to prosecute suspect
af1758833fdcc829757401fd9b908fe562ac5d02de5d7f3e204141339460519c,2019-07,South Wales Police,South Wales Police,-3.543179,51.676270,On or near GWENDOLINE STREET,W01001268,Rhondda Cynon Taf 007D,Unable to prosecute suspect
6e39e5ee60298dac61dc8ca42b54756ddc0606f671f4474a38637deba7685a13,2019-07,South Wales Police,South Wales Police,-3.264512,51.412812,On or near HYWEL CRESCENT,W01001080,The Vale of Glamorgan 012F,Unable to prosecute suspect
4a78ea7dbbd4d333336b726401063c2066cb13b0acbb0783cf9917ccd4f8c2d6,2019-07,South Wales Police,South Wales Police,-3.259789,51.546349,On or near BEECHWOOD ROAD,W01001241,Rhondda Cynon Taf 026D,Unable to prosecute suspect
672e446a1cb582763a928906309974f12d82df3b6009a4cde8375ecfcfb71244,2019-07,South Wales Police,South Wales Police,-3.261361,51.418502,On or near EIFION CLOSE,W01001081,The Vale of Glamorgan 007A,Unable to prosecute suspect
821ed79424432e29a86c818aef70a33be0066f75847e34c1a851a3bbc1743838,2019-07,South Wales Police,South Wales Police,-3.958402,51.651877,On or near HEOL CADIFOR,W01000833,Swansea 011C,Unable to prosecute suspect
